Area,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
South,Newton,2016,3,29,0.0,0.0,0.0,0.0,28.8,32.6,26.9,7.6,36.7,1.3106,103.8365
South,Newton,2016,3,30,0.0,0.0,0.0,0.0,28.7,32.3,26.4,7.6,36.7,1.3106,103.8365
South,Newton,2016,3,31,0.0,0.0,0.0,0.0,28.9,32.5,26.5,7.2,35.6,1.3106,103.8365
South,Newton,2016,4,1,0.0,0.0,0.0,0.0,29.2,33.8,26.6,6.8,33.5,1.3106,103.8365
South,Newton,2016,4,2,0.0,0.0,0.0,0.0,29.1,32.9,26.7,7.9,37.4,1.3106,103.8365
South,Newton,2016,4,3,0.6,0.4,0.4,0.6,28.3,33.0,26.0,6.5,31.0,1.3106,103.8365
South,Newton,2016,4,4,1.4,1.2,1.2,1.2,28.6,32.0,26.5,6.8,28.8,1.3106,103.8365
South,Newton,2016,4,5,2.8,2.6,2.6,2.6,28.3,31.1,26.2,7.2,37.8,1.3106,103.8365
South,Newton,2016,4,6,0.0,0.0,0.0,0.0,28.7,31.7,26.4,7.2,34.2,1.3106,103.8365
South,Newton,2016,4,7,0.0,0.0,0.0,0.0,28.8,34.3,25.9,6.8,28.4,1.3106,103.8365
South,Newton,2016,4,8,0.0,0.0,0.0,0.0,29.2,33.9,26.9,6.8,27.7,1.3106,103.8365
South,Newton,2016,4,9,14.6,8.4,11.0,14.4,27.7,32.6,24.6,4.7,39.2,1.3106,103.8365
South,Newton,2016,4,10,0.0,0.0,0.0,0.0,28.9,33.2,26.0,6.8,33.1,1.3106,103.8365
South,Newton,2016,4,11,3.4,3.4,3.4,3.4,29.2,31.6,27.7,4.0,29.2,1.3106,103.8365
South,Newton,2016,4,12,1.4,0.8,1.2,1.4,29.4,33.0,26.7,5.8,36.4,1.3106,103.8365
South,Newton,2016,4,13,25.4,24.4,25.4,25.4,29.6,33.4,25.1,6.1,29.9,1.3106,103.8365
South,Newton,2016,4,14,0.2,0.2,0.2,0.2,29.7,33.7,27.9,6.1,30.2,1.3106,103.8365
South,Newton,2016,4,15,1.6,0.8,1.2,1.4,28.6,30.9,25.8,6.5,45.4,1.3106,103.8365
South,Newton,2016,4,16,0.0,0.0,0.0,0.0,29.3,33.9,27.0,6.5,24.8,1.3106,103.8365
South,Newton,2016,4,17,2.4,2.4,2.4,2.4,29.1,33.4,24.9,9.0,40.3,1.3106,103.8365
South,Newton,2016,4,18,0.0,0.0,0.0,0.0,29.7,33.4,26.7,6.8,31.7,1.3106,103.8365
South,Newton,2016,4,19,0.0,0.0,0.0,0.0,30.2,34.4,27.8,7.6,34.2,1.3106,103.8365
South,Newton,2016,4,20,19.6,18.8,19.0,19.0,28.7,33.4,25.0,5.4,47.9,1.3106,103.8365
South,Newton,2016,4,21,0.0,0.0,0.0,0.0,29.7,34.0,27.1,6.5,33.8,1.3106,103.8365
South,Newton,2016,4,22,40.0,27.8,38.6,40.0,28.5,32.1,24.5,8.3,36.7,1.3106,103.8365
South,Newton,2016,4,23,8.4,8.2,8.4,8.4,28.6,30.7,26.4,6.8,29.9,1.3106,103.8365
South,Newton,2016,4,24,0.0,0.0,0.0,0.0,28.9,31.8,27.2,6.1,28.8,1.3106,103.8365
South,Newton,2016,4,25,25.2,21.0,21.0,21.0,28.5,33.1,25.6,5.0,28.4,1.3106,103.8365
South,Newton,2016,4,26,0.6,0.6,0.6,0.6,28.7,31.7,26.6,6.5,29.9,1.3106,103.8365
South,Newton,2016,4,27,6.6,6.4,6.4,6.6,28.9,31.6,26.4,5.8,29.9,1.3106,103.8365
South,Newton,2016,4,28,1.4,1.4,1.4,1.4,29.1,32.5,27.5,6.5,34.6,1.3106,103.8365
South,Newton,2016,4,29,4.6,4.6,4.6,4.6,28.3,32.5,24.5,5.0,32.4,1.3106,103.8365
South,Newton,2016,4,30,0.8,0.8,0.8,0.8,27.7,32.1,25.4,4.7,25.2,1.3106,103.8365
South,Newton,2016,5,1,0.0,0.0,0.0,0.0,29.3,32.8,26.3,6.5,28.4,1.3106,103.8365
South,Newton,2016,5,2,0.0,0.0,0.0,0.0,29.1,33.3,27.3,7.2,25.9,1.3106,103.8365
South,Newton,2016,5,3,0.0,0.0,0.0,0.0,29.8,34.5,27.3,7.9,34.2,1.3106,103.8365
South,Newton,2016,5,4,0.0,0.0,0.0,0.0,30.1,32.5,28.2,8.6,31.3,1.3106,103.8365
South,Newton,2016,5,5,1.4,1.2,1.4,1.4,29.0,33.4,26.1,4.7,40.0,1.3106,103.8365
South,Newton,2016,5,6,0.0,0.0,0.0,0.0,29.3,33.0,27.1,5.4,25.2,1.3106,103.8365
South,Newton,2016,5,7,0.0,0.0,0.0,0.0,29.1,33.7,27.1,5.8,33.5,1.3106,103.8365
South,Newton,2016,5,8,0.0,0.0,0.0,0.0,28.9,32.4,26.3,5.0,28.1,1.3106,103.8365
South,Newton,2016,5,9,1.0,1.0,1.0,1.0,29.1,33.3,27.1,6.1,27.7,1.3106,103.8365
South,Newton,2016,5,10,0.0,0.0,0.0,0.0,29.7,32.1,28.0,7.9,33.8,1.3106,103.8365
South,Newton,2016,5,11,32.2,23.4,29.6,30.6,28.7,33.5,24.5,4.3,41.4,1.3106,103.8365
South,Newton,2016,5,12,0.0,0.0,0.0,0.0,29.0,32.5,27.6,6.8,33.8,1.3106,103.8365
South,Newton,2016,5,13,9.4,9.2,9.4,9.4,28.3,32.1,24.9,4.7,40.3,1.3106,103.8365
South,Newton,2016,5,14,39.0,22.0,28.4,35.0,27.0,31.0,24.2,4.3,27.0,1.3106,103.8365
South,Newton,2016,5,15,4.8,2.8,2.8,4.8,27.9,32.3,25.9,5.8,32.0,1.3106,103.8365
South,Newton,2016,5,16,2.6,1.0,1.6,2.4,28.1,32.3,25.5,5.8,46.1,1.3106,103.8365
South,Newton,2016,5,17,3.8,3.2,3.8,3.8,28.8,32.1,26.9,5.0,31.0,1.3106,103.8365
South,Newton,2016,5,18,2.2,1.8,1.8,1.8,28.0,32.6,25.7,6.5,28.1,1.3106,103.8365
South,Newton,2016,5,19,0.2,0.2,0.2,0.2,28.2,32.4,25.7,6.5,30.6,1.3106,103.8365
South,Newton,2016,5,20,0.0,0.0,0.0,0.0,29.8,33.2,27.7,5.0,22.7,1.3106,103.8365
South,Newton,2016,5,21,4.6,2.0,2.0,2.4,28.1,30.2,24.7,8.3,48.2,1.3106,103.8365
South,Newton,2016,5,22,40.2,22.6,32.4,37.8,27.8,32.4,24.0,6.5,54.4,1.3106,103.8365
South,Newton,2016,5,23,0.0,0.0,0.0,0.0,29.5,33.9,25.7,6.8,32.0,1.3106,103.8365
South,Newton,2016,5,24,0.0,0.0,0.0,0.0,29.3,31.7,27.2,8.3,36.0,1.3106,103.8365
South,Newton,2016,5,25,8.0,7.6,8.0,8.0,29.5,32.7,25.0,8.3,28.1,1.3106,103.8365
South,Newton,2016,5,26,0.2,0.2,0.2,0.2,28.1,31.3,25.2,8.6,41.4,1.3106,103.8365
South,Newton,2016,5,27,0.0,0.0,0.0,0.0,29.4,32.1,28.2,10.1,34.9,1.3106,103.8365
South,Newton,2016,5,28,2.8,2.6,2.6,2.8,28.6,31.6,25.6,7.2,35.6,1.3106,103.8365
South,Newton,2016,5,29,0.2,0.2,0.2,0.2,29.4,33.2,27.4,4.7,28.4,1.3106,103.8365
South,Newton,2016,5,30,3.8,3.0,3.0,3.0,27.8,32.5,25.0,6.5,48.6,1.3106,103.8365
South,Newton,2016,5,31,0.0,0.0,0.0,0.0,29.1,33.3,25.4,5.0,25.6,1.3106,103.8365
South,Newton,2016,6,1,43.4,26.6,40.4,41.8,27.4,30.8,23.5,5.4,36.4,1.3106,103.8365
South,Newton,2016,6,2,2.6,2.0,2.4,2.6,27.9,32.4,25.6,4.7,37.1,1.3106,103.8365
South,Newton,2016,6,3,0.0,0.0,0.0,0.0,28.3,31.1,26.0,5.8,28.8,1.3106,103.8365
South,Newton,2016,6,4,1.8,0.6,0.8,0.8,26.6,27.7,25.5,4.3,31.7,1.3106,103.8365
South,Newton,2016,6,5,0.0,0.0,0.0,0.0,28.1,32.0,25.8,5.8,25.2,1.3106,103.8365
South,Newton,2016,6,6,5.6,5.6,5.6,5.6,29.3,32.9,26.7,7.6,29.9,1.3106,103.8365
South,Newton,2016,6,7,0.8,0.6,0.8,0.8,29.4,33.2,27.1,6.8,32.0,1.3106,103.8365
South,Newton,2016,6,8,12.4,8.0,9.0,11.6,27.4,29.9,23.4,4.7,38.9,1.3106,103.8365
South,Newton,2016,6,9,2.6,1.0,1.0,1.0,28.4,32.9,25.9,4.7,40.0,1.3106,103.8365
South,Newton,2016,6,10,4.8,3.8,3.8,3.8,28.1,31.7,25.9,5.8,32.8,1.3106,103.8365
South,Newton,2016,6,11,2.0,1.0,1.4,1.8,27.8,30.2,26.2,9.4,34.9,1.3106,103.8365
South,Newton,2016,6,12,2.0,2.0,2.0,2.0,28.3,31.8,26.0,7.9,33.5,1.3106,103.8365
South,Newton,2016,6,13,0.2,0.2,0.2,0.2,28.5,31.3,26.2,6.1,30.6,1.3106,103.8365
South,Newton,2016,6,14,0.0,0.0,0.0,0.0,28.4,31.6,26.7,6.8,44.3,1.3106,103.8365
South,Newton,2016,6,15,1.2,0.6,1.0,1.0,28.0,30.5,24.6,6.1,32.0,1.3106,103.8365
South,Newton,2016,6,16,4.4,4.4,4.4,4.4,28.0,29.8,25.1,6.8,39.6,1.3106,103.8365
South,Newton,2016,6,17,25.2,12.4,15.6,22.0,26.2,30.2,22.5,6.8,37.4,1.3106,103.8365
South,Newton,2016,6,18,0.4,0.2,0.2,0.4,26.9,29.6,25.4,4.7,26.3,1.3106,103.8365
South,Newton,2016,6,19,0.0,0.0,0.0,0.0,27.2,29.6,24.9,4.0,14.0,1.3106,103.8365
South,Newton,2016,6,20,0.0,0.0,0.0,0.0,28.1,31.3,26.0,5.0,28.1,1.3106,103.8365
South,Newton,2016,6,21,0.0,0.0,0.0,0.0,29.0,31.8,27.5,4.3,29.5,1.3106,103.8365
South,Newton,2016,6,22,7.6,6.0,6.4,6.4,27.0,30.7,23.6,6.8,48.2,1.3106,103.8365
South,Newton,2016,6,23,0.0,0.0,0.0,0.0,28.8,31.2,26.8,8.6,31.7,1.3106,103.8365
